term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
time,0.04351536,-0.17163064,0.1460218,-0.056146424,0.21470857,-0.24561313,0.028909137,0.18547203,0.16649364,0.25385016,-0.17499885,-0.1145138,-0.2980305,0.2950929,-0.059196338,-0.10075681,0.15704924,0.10414672,0.22940484,-0.42439786,0.30721584,-0.099794485,-0.0861794,0.12997548,-0.015948353,0.06516392,0.06824898,0.22432505,-0.28403077,-0.27830797,0.34694925,0.13976103,0.2319784,-0.0026025272,-0.10859853,0.2463564,0.21658696,-0.15396312,-0.14246634,-0.14404985,-0.11342952,-0.055557802,-0.15491603,-0.048617233,0.336241,0.3077731,-0.21410067,-0.21743083,-0.17569752,0.60417813,0.24233167,-0.2107332,-0.29086044,-0.12908147,0.033545543,0.043199383,-0.17562096,-0.44299197,-0.6764415,-0.18204764,-0.42299336,0.104317054,0.06427991,-0.106216624,-0.3441339,0.02658961,-0.17045261,0.25589418,-0.05622577,-0.026572522,-0.07273352,0.23354797,-0.26011336,0.16787253,0.26048803,-0.063157365,0.12748441,-0.26438636,-0.04715809,0.0779171,-0.27280676,-0.11835719,-0.2604631,0.29295155,-0.21218115,0.38492528,0.19497776,0.29219982,-0.08836954,0.03596605,-0.030458266,0.22265166,-0.036401976,0.20492871,0.14178121,0.45206574,-0.022902578,-0.15993746,-0.25939155,0.15742022,-0.16385703,0.033209104,0.15683955,0.20184901,-0.005298075,0.08370979,-0.051822565,0.1771495,-0.23611842,0.16390327,0.06876461,-0.112858444,0.11241361,-0.038985528,-0.17983902,-0.22077857,-0.030867787,-0.13364698,-0.073573485,-0.202055,0.19517598,0.02388983,-0.002941659,-0.39266306,0.116939075,0.49745077,0.19520657,0.101488315,0.24389257,-0.23686533,0.11879105,0.2901144,0.11306389,-0.10602895,0.00018295487,-0.10143948,0.057903405,0.14894383,-0.084373385,0.01034667,0.18192397,0.012093475,-0.010778433,0.14889346,0.15741085,-0.17981274,-0.019491816,-0.09754766,0.08118934,0.0935804,0.1541146,0.10530124,0.05884218,0.32325202,-0.5968246,0.07301398,0.19683564,0.16768396,0.11856391,0.20976529,0.2398631,0.25616458,-0.07200432,0.022061482,0.14083329,0.07489522,0.3081307,0.023849878,0.085971855,0.20839494,-0.07214932,-0.16072913,-0.012151632,-0.008687311,0.45160657,0.045156006,0.075570956,0.06284205,-0.12585135,0.15304871,0.0364373,0.20842335,-0.3413774,-0.44976458,0.022603935,-0.13926856,0.053671256,0.14457282,-0.043272533,0.099103004,0.1352526,0.06651946,0.17085882,-0.19429903,-0.080175966,-0.08770514,-0.25007161,0.09869716,0.25110787,0.13394186
know,-0.030955248,-0.17418449,-0.009986756,-0.13257918,0.36050442,-0.28997323,0.15568908,0.79259855,0.23046876,0.27780953,-0.51117975,-0.4543147,-0.42296007,0.29908618,0.14002092,-0.38735506,-0.4513135,0.20548724,-0.11770611,-0.36776444,-0.024573004,-0.48612764,-0.30778894,-0.004870258,-0.24582486,-0.26260388,-0.104322076,-0.13717453,-0.4726633,0.05928519,0.8350008,-0.17330965,0.5478062,0.031352576,-0.062016517,0.3179401,0.85582596,0.09186661,5.078126e-05,-0.4613024,0.038882677,-0.0772552,-0.19178392,0.25034615,0.74695843,-0.00011670698,0.32376364,-0.424147,0.3755252,0.12680697,0.2585689,-0.13293841,0.3015251,0.093215905,0.36988747,0.04661464,0.002731526,-0.126261,-0.48489988,0.11497096,-0.17903128,0.10721562,0.01798529,-0.39925492,-0.3518851,-0.21024142,0.24985133,0.43848896,-0.20701408,0.4042237,0.14548665,0.07067716,0.40679368,0.13628587,0.35153812,0.07050905,0.33056334,-0.45895222,-0.80095196,0.0003985365,-0.6565116,-0.3817534,-0.5511818,0.70749915,-0.33100414,0.30458137,0.21068372,0.45290786,-0.008303443,0.066723056,0.1519059,0.57850194,0.71512467,0.6660383,0.7827492,0.14932466,-0.20852661,0.13220896,-0.059541695,-0.018587897,-0.69606847,0.54682225,0.07333626,-0.4084695,-0.2274284,-0.17002702,0.06257365,-0.09098147,-0.15007174,-0.04854375,-0.3635594,-0.60211205,-0.076974966,-0.31437033,0.026004953,-0.19988033,0.20502584,-0.25320444,0.34235057,-0.019670859,-0.015438136,0.37594825,-0.18416843,0.09613513,-0.033567067,-0.054329436,0.13865675,0.033673543,0.31883782,-0.6082073,0.2293026,-0.11257122,0.1287322,0.115572244,0.11603839,-0.010780973,-0.1681097,0.017407646,-0.08473148,-0.38298488,0.013559834,-0.42006907,0.14575395,-0.44003016,-0.3600927,-0.21605541,-0.14971812,0.31177688,-0.10118962,0.18484926,0.07565958,-0.12662515,0.09940362,0.20796669,-0.06568808,0.013662356,-0.68987787,-0.38187835,-0.45878583,0.20448174,-0.105985515,0.009705252,0.02073008,-0.014141685,0.16321486,-0.23760799,-0.1701711,-0.25802952,-0.006713452,-0.09272626,0.08549937,-0.034831025,-0.148103,-0.35625952,0.24372275,-0.47915468,0.080225356,0.24995811,0.5045639,0.36098894,0.3614171,-0.039117612,-0.45120773,0.09223341,0.05349944,-0.024344595,0.051836777,0.13702427,-0.21873508,0.09379861,-0.09590388,-0.18428479,-0.0094725,-0.4199886,0.18303943,-0.23015581,-0.017069485,-0.2627805,0.24845327,0.10245295
has,-0.065048955,-0.11250766,-0.4315167,-0.28912774,0.16805522,-0.3386048,-0.24976054,0.098678224,0.4898011,-0.07706118,-0.29297867,0.1030766,-0.24609421,-0.32584187,-0.021732854,-0.40722972,0.05121973,-0.19115774,0.67917645,0.07535703,0.38601178,-0.35115403,-0.05104397,0.07981876,-0.29156828,0.28705856,-0.05323913,0.13903596,-0.8522138,-0.0749419,0.41289118,-0.32631817,-0.1480663,-0.4399358,0.1168477,0.012444945,-0.054294247,0.3066726,-0.20277125,0.39678392,-0.23570693,0.061863,-0.28742197,-0.060561374,0.007872507,-0.010409692,-0.3796288,0.24677038,0.30378693,0.5073013,0.025962336,0.3393838,-0.13478173,-0.10493895,0.525451,0.111298196,-0.15117235,-0.13356616,-0.3441751,-0.419921,-0.36616987,0.30940938,-0.5380605,-0.34989867,0.09512675,0.039941944,-0.097276635,0.25987592,0.09605045,-0.29300687,0.29040104,0.7011911,0.58043355,0.06816499,0.6151261,-0.3493188,-0.35725757,0.43013504,-0.119152375,0.13037755,-0.9031409,0.39304635,0.010018316,-0.00036090054,-0.011554224,-0.2128325,0.16378805,0.8228533,-0.36002037,-0.54569435,0.15192658,0.45265672,0.45346683,0.23753408,0.49888653,0.5110997,-0.16780774,0.25904647,-0.6801911,-0.07477151,-0.010132933,0.2616417,0.3073052,-0.15986323,-0.11732831,-0.1248956,0.3074765,0.08599764,-0.07929165,-0.04423108,0.111351445,-0.8691897,0.28193063,0.14795822,0.07409537,-0.33747756,0.29028735,-0.14126591,-0.05883378,-0.15798001,-0.31886452,0.2996685,-0.2220649,-0.25582355,0.18700442,-0.006059854,0.5477965,0.06382366,0.13665073,-0.1332836,-0.2977322,0.061917458,-0.00040973272,-0.5437454,-0.24272734,-0.18505095,0.21608537,-0.034958754,0.044626307,-0.62429774,-0.35145658,-0.04441881,0.34366447,0.07895038,-0.23453577,-0.040122755,-0.44506603,-0.12564752,-0.07100473,0.23429702,0.2266555,0.07375416,0.28634235,-0.081317455,-0.4782597,-0.09790161,0.1265024,-0.13930559,-0.21539254,-0.11977773,0.38566118,0.08409285,0.07575931,0.23455547,-0.4376146,-0.35707587,-0.32814863,0.042443927,-0.43671364,0.16461283,-0.16714433,-0.09062468,0.06680425,-0.028541183,0.2695401,-0.07984495,0.0069842148,-0.034491714,-0.5746547,0.36538008,0.26994243,0.38210145,-0.6443175,0.069094054,0.3635444,0.056068264,-0.319812,0.6633252,0.24909,0.68688095,1.1271522,-0.010025402,0.14308743,-0.30699933,-0.23011479,0.2852033,0.18225087,-0.2788896,0.79081726,-0.3569586
man,0.37252897,-0.12144994,-0.22973454,0.03618483,0.1389786,-0.12148185,-0.24430509,0.32060087,-0.02009452,0.22217937,-0.107273206,-0.17311357,-0.113518745,0.68232083,-0.12199241,-0.33270192,0.5078682,0.20836204,0.17394382,-0.75610566,0.15297087,-0.2954447,-0.096271336,0.31985626,0.0025255957,-0.2379943,0.36570176,-0.028555937,-0.4345468,-0.321959,0.47102323,0.19356517,0.10558554,0.29257375,0.05789925,0.15525934,0.5167832,-0.10883687,-0.31222206,-0.05617686,0.020793322,-0.1217534,0.122193925,0.17791875,0.4751977,0.46524847,0.037925728,-0.10422103,0.12864561,0.5076707,0.02957255,0.11419366,-0.338774,-0.07865753,-0.05320275,-0.25302863,-0.081441425,-0.26666185,-0.6124265,-0.072023116,-0.25872552,0.06383704,-0.20467521,0.058044706,-0.5647888,0.29258487,-0.57965875,0.5599757,-0.27794805,0.23551333,0.38943568,0.28920826,0.14154918,0.08675834,0.6288158,0.10314468,0.2868503,0.054020762,-0.044364322,0.34010947,-0.064604,-0.122633085,-0.081152305,-0.03527721,-0.040650338,0.16273159,0.029152947,0.17127727,0.2012756,-0.038286965,-0.2042519,0.5105532,0.02849912,0.5712441,0.21535693,0.57888037,0.13383606,-0.12959854,-0.3141762,0.11587999,-0.041820694,0.5043314,0.24169396,0.2692739,-0.09659633,0.13615423,0.15285707,0.18480922,-0.14328209,0.25328606,-0.3042737,-0.3011885,0.22321025,0.02757148,-0.3893087,0.008549345,0.008442094,0.18088597,-0.12984386,0.33056635,-0.14441575,0.267683,0.0059546926,-0.271265,0.32791352,0.18587635,-0.27694145,0.11071462,-0.017831352,0.17471792,0.2744446,0.123250134,0.1502726,-0.5274613,-0.08160728,-0.18335822,-0.12472551,0.21916603,-0.027264623,-0.045064066,-0.31693786,0.2978635,0.09778508,0.38362318,-0.2502998,-0.11107905,0.022565268,-0.24979773,0.0028135711,0.034474514,0.14035441,-0.13473982,0.18482825,-0.17424327,0.13977842,-0.001132867,0.041478273,-0.025949392,0.18274356,0.27365932,0.15995418,0.23697157,-0.0014444807,0.32363796,-0.3787584,-0.23992497,-0.22135668,0.28866804,0.11532832,0.3344033,-0.23132277,-0.2410674,0.12122815,0.056258164,0.24751359,-0.096414305,0.0050130957,0.16353834,-0.008685264,-0.057526004,-0.009155501,0.18828917,-0.13627267,-0.2033419,-0.09270107,0.31129563,-0.018228099,0.26731855,0.13145529,0.11085974,0.16782959,-0.18722315,-0.007534663,-0.010668494,0.017203193,-0.29566914,-0.17594978,0.11314849,0.015166974,-0.00090633647
us,-0.25139236,-0.07159887,0.25299215,0.014761556,0.10255415,-0.45643473,0.28203464,0.29832867,-0.5886685,0.08226312,-0.11408274,-0.21365015,-0.1113118,0.4170964,-0.24381381,0.21967985,-0.18277559,0.040799934,-0.2267648,-0.12889786,-0.30660886,0.18489255,0.059738792,-0.28536844,0.08080702,-0.013417221,-0.25812635,0.11759027,-0.27370095,-0.10209389,0.14467192,0.23917258,0.035605267,0.46736723,-0.10367563,0.205509,0.06564777,-0.17180866,-0.033683285,-0.33904022,-0.26393726,0.0032199994,-0.17885602,-0.16005313,0.28449762,-0.14237836,0.2498279,-0.31361923,0.12942956,0.089520566,0.05493477,0.13854411,0.088499606,-0.022746822,0.15638413,0.12279243,-0.035739888,-0.0670789,-0.19786958,0.05369868,-0.048842765,0.0011181923,-0.1333006,-0.14811262,-0.2750462,0.13880672,0.046327837,0.24373898,-0.07576332,0.8873484,0.27555594,0.0470517,0.07485037,0.19313496,0.12440389,0.26497453,0.039837517,-0.31428632,-0.20026213,-0.1502209,-0.05818462,-0.25069124,-0.42855433,0.8160202,-0.41511667,0.43761972,0.37856936,0.2998781,-0.17238836,0.19372188,0.31975162,0.041812383,0.24887846,0.178393,0.39217252,0.31978738,-0.21885693,-0.24668622,0.09329608,-0.049042232,-0.21912456,0.5727395,-0.035434272,-0.37138486,-0.115104586,-0.09551411,0.06448409,0.378324,0.14389923,-0.01983109,-0.08078276,-0.27267507,0.45157337,-0.0066131568,-0.24568605,-0.26641846,-0.063757055,-0.3010417,0.04359335,0.03944408,0.07259357,-0.048980262,-0.10427596,-0.17378192,-0.096382245,-0.40116698,-0.2653944,0.14852193,-0.12294285,-0.42335305,0.041024238,0.026404465,-0.1903222,0.15423074,0.09673925,0.20246422,-0.10497064,-0.124565534,-0.16450946,-0.042158045,0.13655415,-0.15966396,-0.019198008,-0.13368079,-0.18164691,0.043713514,-0.096989475,0.04117843,-0.19044715,0.40979972,0.05236614,-0.24516705,-0.2689479,0.25696915,-0.1203874,0.3787332,0.18910968,0.5401883,-0.3531728,-0.028255792,0.28127688,0.08587546,0.28275505,-0.34980142,0.2221782,0.3266166,0.2747059,-0.20312677,-0.16605683,-0.108943954,0.17868763,-0.22425641,-0.005134888,0.04023082,0.088744394,-0.10210233,-0.17465644,-0.07162492,0.025924435,0.11191453,-0.12410522,0.1479729,-0.11602962,-0.2634974,0.23621744,-0.1571967,0.140359,0.078424275,-0.16932774,-0.529139,0.13470827,0.1246031,-0.12179542,-0.2629476,-0.15134798,0.22157396,0.08060153,0.09411931,-0.2659947,-0.14918807
may,-0.46623266,0.19990303,-0.1632607,-0.07263306,0.036429208,-0.24571528,0.33679694,0.540059,0.16759703,0.3698025,-0.07638785,-0.4731023,0.007795699,0.14870839,-0.049010582,-0.09186576,-0.47732264,-0.20356648,-0.028033959,-0.17179249,-0.18953949,-0.57438093,-0.21837604,-0.08090655,-0.28958926,0.2667932,-0.14757946,-0.29307586,-0.45328674,0.2703014,0.46365273,-0.18057704,0.33121076,-0.068180114,0.082924105,0.24942443,0.57416606,0.21943463,-0.09831085,-0.1361111,-0.18608461,-0.38269764,-0.14653386,0.330813,0.7590688,-0.13790505,0.27938938,-0.05814949,0.1361202,-0.17056654,0.020903163,0.21739882,0.20029677,0.3149826,-0.33847147,-0.15356411,-0.101817824,-0.08651605,-0.20644847,0.05839734,-0.040245872,0.28181568,-0.30001298,-0.02289223,-0.1894755,0.086018115,0.5721552,0.2983462,0.19165586,0.5995773,0.070924915,0.30315232,0.53464544,-0.01639903,0.114374876,0.2080855,0.20890956,-0.34179536,-0.124667004,-0.68581253,-0.19474776,-0.3337541,-0.3659886,-0.041987866,-0.25600523,0.0419936,0.15209691,0.55785835,-0.24458613,-0.0014152698,-0.0712329,0.48173457,0.59601676,0.4932658,0.99527955,0.16642249,0.23763607,0.10446988,0.07350792,-0.03318421,-0.3287387,0.43754914,0.086027384,-0.23832914,-0.14554144,-0.1556187,0.24846308,-0.083631955,-0.11483862,0.018097866,-0.0026611804,-0.5211254,0.2972133,-0.25357246,0.019761305,-0.32396278,-0.103467576,-0.39782527,-0.014888834,-0.3456498,-0.27736977,0.36083987,-0.386149,0.1551288,-0.7125996,0.16037661,0.7105492,-0.27466556,0.263655,-0.3780593,0.10273397,0.014569161,-0.016225843,-0.06534944,-0.20698535,0.50519705,0.29742754,-0.007146606,0.07601889,-0.25135285,0.4036296,-0.18985783,-0.12564579,-0.6272556,0.056980025,0.026543645,-0.06680982,0.7138583,-0.15119077,-0.42848474,0.16893645,-0.11027819,0.36694726,0.34583715,-0.50531405,-0.15194929,-0.80829614,-0.028892966,-0.554678,0.06911347,0.37134317,0.07339287,0.09125948,-0.17399932,0.10471217,-0.03440576,-0.0866541,0.1462225,-0.5980952,-0.21966098,0.17312585,0.005927859,-0.064610645,-0.2744149,0.4385664,0.22256154,-0.26989335,0.42144108,-0.2544487,0.26778808,0.45831937,-0.47490588,-0.40704852,-0.018111626,-0.06381722,-0.18995307,0.001127599,-0.0750264,-0.03821362,0.018333372,0.32880497,0.23345631,-0.056931593,-0.27346525,-0.024613319,0.01414008,0.037998382,-0.11265044,0.2874177,0.08756378
see,0.12658317,-0.10169966,0.18924132,-0.07952397,0.27745387,-0.042125273,-0.038748723,0.17025305,0.28701198,0.18101111,-0.3328221,-0.039976697,-0.41445243,0.030327946,0.26793092,-0.22889948,-0.28217053,0.18189518,-0.03224027,-0.3335919,0.20134561,-0.2262846,-0.19102557,0.10021467,-0.047805026,-0.2750685,-0.017581612,-0.15310034,-0.08248875,-0.09515516,0.5732873,-0.026813487,0.31666023,0.014573037,0.11622221,0.19283527,0.40216586,0.01077619,0.004211177,-0.37289253,0.11478294,-0.0047971266,-0.10646533,0.06673496,0.23159611,0.111390494,0.03105648,-0.5020841,0.048411906,0.07455146,0.159589,-0.31858778,0.2505317,0.040886812,0.45041963,0.10181492,-0.02570344,-0.21447048,-0.26461795,0.026638798,-0.05565379,0.05851798,0.3026936,-0.24213007,-0.11822455,-0.4229845,0.27763385,0.15881842,-0.27651763,0.20063064,-0.008570366,-0.21057212,0.106554694,0.19589008,0.01819598,-0.056195576,0.21675193,-0.29219648,-0.6257147,0.050370995,-0.57408273,-0.29958275,-0.38405678,0.5885277,-0.29291657,0.2790579,0.24673456,-0.03135548,0.27865776,0.09382519,0.13129386,0.21532875,0.4556472,0.33991408,0.19653906,0.113412976,-0.40882733,0.02434713,0.037051868,-0.08644372,-0.63966775,0.3819939,0.05825415,-0.48911396,-0.4323163,-0.4875204,-0.21580766,0.07688618,-0.2438894,-0.3403288,-0.2695531,-0.42473474,-0.23843567,-0.2113977,0.117043436,-0.15675226,0.23652436,-0.47408786,0.34911066,-0.05698249,0.24377832,0.18292075,0.21399005,-0.087061346,0.030279594,0.19142653,-0.10368426,0.09723212,0.15553957,-0.3505635,0.029826459,0.034713864,0.13180646,0.27485934,0.22961129,0.18882877,-0.37203416,-0.15611993,-0.31230927,-0.24945003,0.12744108,-0.5571937,0.32998297,-0.23318003,0.00017053106,-0.18212998,-0.20918971,0.060042147,-0.11004865,0.10192036,-0.12613603,0.2272628,0.023379447,0.33446154,-0.027073188,0.022529474,-0.25960764,-0.41722006,-0.1451404,-0.03089873,-0.18047595,-0.13344581,-0.11781271,-0.07602409,0.22257198,-0.01218321,-0.029083632,-0.18848616,0.2951836,-0.13949068,0.031085424,0.1001231,-0.04037859,-0.19554815,-0.025711631,0.046725594,0.045451656,-0.013632391,0.5715066,0.20564654,0.15984276,0.056087375,0.011546109,0.117751874,0.29434124,0.23204474,0.11065781,0.032731704,0.06499534,0.35533154,-0.24520989,-0.2328295,-0.31024995,-0.16831042,0.38119987,-0.0026158134,-0.021032868,-0.30249372,0.08099543,-0.024155172
only,-0.0017047754,-0.15374927,-0.048382796,-0.043274168,0.15918426,-0.030829052,0.09016557,0.2755329,0.11345648,0.09171204,-0.18205108,-0.23082355,-0.07310425,0.16606735,-0.055313487,-0.08987894,-0.024062306,0.17319815,0.27160004,-0.22015229,0.2629058,-0.23028879,-0.16455394,0.068894446,-0.13872127,0.09907225,0.14140056,-0.21029305,-0.085245386,-0.15149307,0.4947863,0.19534557,0.21293981,0.08086492,0.040399175,0.22801568,0.1401656,-0.027044289,-0.10479264,-0.24216667,0.090338014,-0.21935803,-0.08232311,0.26145378,0.06800047,0.13883914,0.19956891,-0.22587809,-0.122681364,0.051636133,0.04049742,0.040776227,0.10885093,-0.038089577,0.07848939,-0.05221297,-0.12872694,-0.2899015,-0.1923359,-0.07204103,-0.1755732,-0.031619407,0.098668285,-0.044433713,-0.3454214,-0.029732827,-0.054086242,0.21135363,-0.19417907,0.42392862,-0.12790845,0.17321318,0.10632892,0.11670191,0.23189133,0.11924427,0.15398353,-0.08644917,-0.11867958,-0.13789259,-0.1413376,-0.1323344,-0.22566561,0.02684026,-0.066271484,0.02922268,0.309476,0.028589219,0.10356055,0.16253217,-0.104659155,0.12321641,0.0433221,0.2333462,0.11325355,0.22800845,0.042598214,-0.008790538,0.06584534,-0.04020276,-0.18613555,0.11555008,0.065920286,-0.098803625,-0.19729775,-0.17130846,-0.12215845,0.08589954,-0.06800061,-0.012267157,-0.11765032,-0.2948479,-0.1726549,0.03344706,-0.14070252,-0.0055319527,0.17029667,-0.3195564,0.05173239,-0.13780177,0.14628161,0.12605926,0.028187165,-0.18383144,-0.047650624,0.308093,-0.113407314,-0.076060876,0.18780747,-0.013318979,-0.07294799,0.03088529,-0.025743341,0.008456431,-0.016979378,0.26078555,0.091360554,0.16259946,-0.019004207,-0.1275103,0.14831086,-0.044795167,0.06761995,-0.061734702,0.13608263,-0.13653643,-0.12622033,0.1959051,0.07919419,-0.06738155,0.1028028,0.24178347,0.36755064,0.18517415,-0.15214273,0.07329384,-0.09168115,0.03726459,-0.06460641,-0.03198057,0.20571804,0.120501265,0.05461841,-0.02886591,-0.021847248,0.013875955,0.046642266,0.22492594,0.11311225,-0.15697199,-0.033617023,0.013000444,0.065641955,-0.022512708,0.011140013,0.40074068,-0.09353664,0.20695801,-0.2247834,0.037615452,0.07184019,-0.051811196,0.14614423,-0.05137342,0.03734954,0.039540898,0.05112787,0.008679749,0.033052936,0.118689,-0.10874856,-0.01758619,-0.15082254,-0.057485946,-0.022550158,0.025635278,-0.1315159,0.14165655,-0.020890225,0.22800702
before,0.00084493705,0.02667087,0.02736851,-0.29989243,0.13679612,-0.0955397,-0.05535285,-0.0011932418,0.28164598,0.19019625,-0.22181804,0.18561818,-0.3270641,-0.13790007,-0.027926054,-0.17643583,0.0813104,-0.016705502,0.3214157,-0.16624066,0.4192558,-0.023805317,0.0005588408,0.2159761,0.010770939,0.16911665,-0.011804891,0.095486075,-0.072610945,0.07366407,0.177909,-0.08078422,0.115120724,-0.5454963,0.14381765,-0.10830497,-0.22614752,0.0070790914,0.032017168,0.044149607,-0.19342394,-0.21122086,-0.06582822,0.07472937,-0.031991877,0.09061436,-0.4990692,-0.29981095,-0.23578283,0.28098813,-0.17256708,-0.2068244,-0.21908404,-0.078779824,0.14749128,0.048943654,-0.19787222,-0.48960423,-0.13569239,-0.22309951,-0.2456255,0.01506097,0.12581524,0.010092063,0.0082752295,0.025660593,0.21597902,0.09079607,0.07755986,-0.08822638,-0.08973953,0.21493205,0.08741284,-0.010311838,-0.0020773623,-0.24636789,0.16748211,0.04639519,-0.19134653,-0.20610787,-0.47670814,0.12974742,-0.123485886,0.12447145,-0.24862449,-0.10134078,0.19197504,-0.0031893295,0.045770086,0.009389602,-0.005525327,-0.0019441016,0.19920704,-0.122728944,0.06617914,0.18267879,0.081260554,0.04101095,0.023739664,0.07618232,-0.18518977,-0.1924525,0.11535186,-0.11173539,-0.23883109,-0.44428918,0.055672634,0.11658787,-0.21395068,-0.32754347,0.17893389,-0.0712311,-0.26991218,0.12716885,0.20535685,-0.03282059,-0.0012623142,-0.3109702,-0.033649232,-0.41597143,0.0909264,0.022552194,0.10367255,-0.23436962,-0.08196487,0.41981784,0.43705532,-0.14498311,0.038392525,0.11694729,-0.23957476,0.13896494,-0.084077895,0.1593078,-0.015918829,0.29877922,0.10519211,-0.008750323,0.065916136,-0.18362005,0.3644332,-0.33424562,0.067588426,-0.1354089,0.4081029,0.075891346,-0.25080603,0.096049964,0.035870735,-0.24675868,-0.012463617,0.45824173,0.12819698,0.18147798,-0.5139942,-0.04373436,0.20745207,-0.08754729,0.134764,-0.0183168,0.37870398,-0.07138821,-0.045238856,-0.0150832515,0.09849496,-0.007119261,0.27789167,0.012819031,0.06815518,-0.08710706,-0.076521575,0.060401425,-0.0036276367,0.17085108,0.20596747,0.65867096,-0.11247373,-0.009068834,-0.22833727,0.074669175,0.12277006,-0.025445674,0.08179147,-0.0780568,0.027595311,-0.078956395,0.008367678,-0.056508087,0.18872285,0.28791514,0.28839535,0.22908202,0.07074466,0.04776335,-0.06776348,0.15689091,0.03736079,-0.27911565,0.4058182,-0.12691498
lord,0.30116856,-0.025986826,-0.4498858,-0.14327319,-0.060766373,0.016959088,-0.089116104,0.8345363,0.19856946,0.31518403,-0.16903403,-0.3502862,0.031187207,0.74952376,-0.23830488,-0.5160665,0.721211,0.4322697,0.013118289,-0.50136995,0.18603426,-0.6386639,0.024649128,0.23086122,0.2994111,-0.5990035,-0.0762571,-0.28875452,-0.22898464,-0.18518187,0.7366288,-0.0055933194,0.14769615,0.22463633,-0.29602015,-0.16558622,0.28695154,-0.114410974,-0.3066012,-0.588037,0.09067823,-0.3266035,-0.07221293,0.77513343,0.5134595,0.3493296,0.5158572,-0.3255098,0.37495676,0.112264484,0.255729,0.317493,0.2415939,-0.124294326,0.009119153,-0.29799044,-0.09996249,-0.20789629,-0.37371323,-0.25317526,0.44469297,0.029249227,-0.34632948,0.074443996,-0.6233147,0.46150404,-0.18882374,0.30864924,-0.3605822,0.15195267,0.5885161,-0.28351754,0.91170055,-0.20149226,0.04756392,0.29096898,-0.01952087,0.46654612,-0.30084395,0.25397402,-0.33647966,-0.17782825,0.38307822,0.16542736,0.09921175,-0.003662122,0.009583979,0.15567756,0.073664725,-0.29175094,0.4170974,-0.07282515,-0.056261707,0.17577782,0.18991473,-0.1769078,0.24412884,0.05499565,-0.1692076,0.24578461,-0.032689776,0.46409205,0.052902322,-0.1013763,-0.35437134,-0.33211857,0.3629444,0.11533363,0.016412428,0.03588804,-0.31932455,-0.27707997,-0.22266482,-0.66213894,-0.12758562,0.0013758161,0.38285148,0.1201992,-0.08314827,0.1024504,0.11029801,0.41946846,0.18435623,0.45493057,0.028783573,0.20767446,-0.049726132,-0.22149079,-0.2724707,0.09690664,-0.108760655,-0.036833633,0.07376832,-0.20395479,-0.0012840057,0.3038045,-0.2952478,-0.551712,0.04448617,-0.23900028,-0.21471263,-0.2844734,0.010169121,0.19234586,-0.29562902,0.31332192,-0.07923617,-0.45379466,0.015207558,0.06765018,-0.35402203,-0.6957701,0.056200914,-0.21264373,0.7535773,0.11539592,-0.06859663,0.09357256,-0.28711095,0.43984738,-0.10935099,-0.2459436,-0.023037497,0.0703353,-0.37660486,-0.21402818,-0.38244262,-0.35598275,-0.047225695,0.24616891,-0.17476891,0.20241377,0.07562708,-0.50273156,-0.42688778,-0.2550481,-0.18939798,-0.101521105,0.26882902,0.04072402,-0.07940799,0.043351058,0.015230374,0.17482443,-0.3490484,0.22442536,-0.29069948,0.58269805,0.39112267,0.03175306,-0.07321205,-0.17340375,-0.13769479,0.103781864,0.23860902,-0.13952787,0.26120162,-0.12784423,-0.30430943,-0.13363226
